fecha,campaña,finca,lote,variedad,hectareas,encargado,produccion_estimada_kg,produccion_real_kg,kg_cosechados,kg_pendientes,costo_por_ha,costo_total_lote,estado_cosecha,rendimiento_kg_ha
2023-06-07,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,479981.0,666419.0,943518.0,28305540.0,En cosecha,15999.4
2023-06-14,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,524038.0,622362.0,943518.0,28305540.0,En cosecha,17467.9
2023-06-21,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,570332.0,576068.0,943518.0,28305540.0,En cosecha,19011.1
2023-06-28,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,617713.0,528687.0,943518.0,28305540.0,En cosecha,20590.4
2023-07-05,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,662803.0,483597.0,943518.0,28305540.0,En cosecha,22093.4
2023-07-12,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,712358.0,434042.0,943518.0,28305540.0,En cosecha,23745.3
2023-07-19,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,753968.0,392432.0,943518.0,28305540.0,En cosecha,25132.3
2023-07-26,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,799846.0,346554.0,943518.0,28305540.0,En cosecha,26661.5
2023-08-02,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,837792.0,308608.0,943518.0,28305540.0,Finalizando,27926.4
2023-08-09,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,869749.0,276651.0,943518.0,28305540.0,Finalizando,28991.6
2023-08-16,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,907861.0,238539.0,943518.0,28305540.0,Finalizando,30262.0
2023-08-23,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,941178.0,205222.0,943518.0,28305540.0,Finalizando,31372.6
2023-08-30,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,973339.0,173061.0,943518.0,28305540.0,Finalizando,32444.6
2023-09-06,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1001837.0,144563.0,943518.0,28305540.0,Finalizando,33394.6
2023-09-13,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1030460.0,115940.0,943518.0,28305540.0,Finalizando,34348.7
2023-09-20,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1057908.0,88492.0,943518.0,28305540.0,Finalizando,35263.6
2023-09-27,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1081594.0,64806.0,943518.0,28305540.0,Finalizando,36053.1
2023-10-04,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1091715.0,54685.0,943518.0,28305540.0,Finalizando,36390.5
2023-10-11,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1103839.0,42561.0,943518.0,28305540.0,Finalizando,36794.6
2023-10-18,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1115129.0,31271.0,943518.0,28305540.0,Finalizando,37171.0
2023-10-25,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1125333.0,21067.0,943518.0,28305540.0,Finalizando,37511.1
2023-11-01,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1129575.0,16825.0,943518.0,28305540.0,Completado,37652.5
2023-11-08,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1133237.0,13163.0,943518.0,28305540.0,Completado,37774.6
2023-11-15,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1138002.0,8398.0,943518.0,28305540.0,Completado,37933.4
2023-11-22,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1141946.0,4454.0,943518.0,28305540.0,Completado,38064.9
2023-11-29,2023,La Esperanza,LE-01,Eureka,30,Roberto Pérez,1119977.0,1146400.0,1146400.0,0.0,943518.0,28305540.0,Completado,38213.3
2023-03-01,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,14889.0,1238107.0,876816.0,30688560.0,En cosecha,425.4
2023-03-08,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,30451.0,1222545.0,876816.0,30688560.0,En cosecha,870.0
2023-03-15,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,45829.0,1207167.0,876816.0,30688560.0,En cosecha,1309.4
2023-03-22,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,59994.0,1193002.0,876816.0,30688560.0,En cosecha,1714.1
2023-03-29,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,75483.0,1177513.0,876816.0,30688560.0,En cosecha,2156.7
2023-04-05,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,107532.0,1145464.0,876816.0,30688560.0,En cosecha,3072.3
2023-04-12,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,140747.0,1112249.0,876816.0,30688560.0,En cosecha,4021.3
2023-04-19,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,172327.0,1080669.0,876816.0,30688560.0,En cosecha,4923.6
2023-04-26,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,206945.0,1046051.0,876816.0,30688560.0,En cosecha,5912.7
2023-05-03,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,255064.0,997932.0,876816.0,30688560.0,En cosecha,7287.5
2023-05-10,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,301448.0,951548.0,876816.0,30688560.0,En cosecha,8612.8
2023-05-17,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,356072.0,896924.0,876816.0,30688560.0,En cosecha,10173.5
2023-05-24,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,403719.0,849277.0,876816.0,30688560.0,En cosecha,11534.8
2023-05-31,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,450246.0,802750.0,876816.0,30688560.0,En cosecha,12864.2
2023-06-07,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,503067.0,749929.0,876816.0,30688560.0,En cosecha,14373.3
2023-06-14,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,549664.0,703332.0,876816.0,30688560.0,En cosecha,15704.7
2023-06-21,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,606506.0,646490.0,876816.0,30688560.0,En cosecha,17328.7
2023-06-28,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,652074.0,600922.0,876816.0,30688560.0,En cosecha,18630.7
2023-07-05,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,707355.0,545641.0,876816.0,30688560.0,En cosecha,20210.1
2023-07-12,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,759557.0,493439.0,876816.0,30688560.0,En cosecha,21701.6
2023-07-19,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,803531.0,449465.0,876816.0,30688560.0,En cosecha,22958.0
2023-07-26,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,844734.0,408262.0,876816.0,30688560.0,En cosecha,24135.3
2023-08-02,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,887435.0,365561.0,876816.0,30688560.0,En cosecha,25355.3
2023-08-09,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,928877.0,324119.0,876816.0,30688560.0,Finalizando,26539.3
2023-08-16,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,970575.0,282421.0,876816.0,30688560.0,Finalizando,27730.7
2023-08-23,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1012764.0,240232.0,876816.0,30688560.0,Finalizando,28936.1
2023-08-30,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1046867.0,206129.0,876816.0,30688560.0,Finalizando,29910.5
2023-09-06,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1072331.0,180665.0,876816.0,30688560.0,Finalizando,30638.0
2023-09-13,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1095881.0,157115.0,876816.0,30688560.0,Finalizando,31310.9
2023-09-20,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1125330.0,127666.0,876816.0,30688560.0,Finalizando,32152.3
2023-09-27,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1152886.0,100110.0,876816.0,30688560.0,Finalizando,32939.6
2023-10-04,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1164427.0,88569.0,876816.0,30688560.0,Finalizando,33269.3
2023-10-11,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1175003.0,77993.0,876816.0,30688560.0,Finalizando,33571.5
2023-10-18,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1186472.0,66524.0,876816.0,30688560.0,Finalizando,33899.2
2023-10-25,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1197992.0,55004.0,876816.0,30688560.0,Finalizando,34228.3
2023-11-01,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1202790.0,50206.0,876816.0,30688560.0,Finalizando,34365.4
2023-11-08,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1207465.0,45531.0,876816.0,30688560.0,Finalizando,34499.0
2023-11-15,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1212473.0,40523.0,876816.0,30688560.0,Finalizando,34642.1
2023-11-22,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1216928.0,36068.0,876816.0,30688560.0,Finalizando,34769.4
2023-11-29,2023,La Esperanza,LE-02,Eureka,35,Roberto Pérez,1294941.0,1252996.0,1220912.0,32084.0,876816.0,30688560.0,Finalizando,34883.2
2023-03-01,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,9228.0,941313.0,882060.0,24697680.0,En cosecha,329.6
2023-03-08,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,18196.0,932345.0,882060.0,24697680.0,En cosecha,649.9
2023-03-15,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,26070.0,924471.0,882060.0,24697680.0,En cosecha,931.1
2023-03-22,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,34169.0,916372.0,882060.0,24697680.0,En cosecha,1220.3
2023-03-29,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,42059.0,908482.0,882060.0,24697680.0,En cosecha,1502.1
2023-04-05,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,67492.0,883049.0,882060.0,24697680.0,En cosecha,2410.4
2023-04-12,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,90586.0,859955.0,882060.0,24697680.0,En cosecha,3235.2
2023-04-19,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,115091.0,835450.0,882060.0,24697680.0,En cosecha,4110.4
2023-04-26,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,142492.0,808049.0,882060.0,24697680.0,En cosecha,5089.0
2023-05-03,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,174702.0,775839.0,882060.0,24697680.0,En cosecha,6239.4
2023-05-10,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,208577.0,741964.0,882060.0,24697680.0,En cosecha,7449.2
2023-05-17,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,246020.0,704521.0,882060.0,24697680.0,En cosecha,8786.4
2023-05-24,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,278018.0,672523.0,882060.0,24697680.0,En cosecha,9929.2
2023-05-31,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,308447.0,642094.0,882060.0,24697680.0,En cosecha,11016.0
2023-06-07,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,345276.0,605265.0,882060.0,24697680.0,En cosecha,12331.3
2023-06-14,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,380605.0,569936.0,882060.0,24697680.0,En cosecha,13593.0
2023-06-21,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,424902.0,525639.0,882060.0,24697680.0,En cosecha,15175.1
2023-06-28,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,467779.0,482762.0,882060.0,24697680.0,En cosecha,16706.4
2023-07-05,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,508240.0,442301.0,882060.0,24697680.0,En cosecha,18151.4
2023-07-12,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,551453.0,399088.0,882060.0,24697680.0,En cosecha,19694.8
2023-07-19,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,593882.0,356659.0,882060.0,24697680.0,En cosecha,21210.1
2023-07-26,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,629178.0,321363.0,882060.0,24697680.0,En cosecha,22470.6
2023-08-02,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,664106.0,286435.0,882060.0,24697680.0,En cosecha,23718.1
2023-08-09,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,695752.0,254789.0,882060.0,24697680.0,Finalizando,24848.3
2023-08-16,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,729889.0,220652.0,882060.0,24697680.0,Finalizando,26067.5
2023-08-23,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,764849.0,185692.0,882060.0,24697680.0,Finalizando,27316.0
2023-08-30,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,794439.0,156102.0,882060.0,24697680.0,Finalizando,28372.8
2023-09-06,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,812963.0,137578.0,882060.0,24697680.0,Finalizando,29034.4
2023-09-13,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,832220.0,118321.0,882060.0,24697680.0,Finalizando,29722.1
2023-09-20,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,852717.0,97824.0,882060.0,24697680.0,Finalizando,30454.2
2023-09-27,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,875647.0,74894.0,882060.0,24697680.0,Finalizando,31273.1
2023-10-04,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,886327.0,64214.0,882060.0,24697680.0,Finalizando,31654.5
2023-10-11,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,894560.0,55981.0,882060.0,24697680.0,Finalizando,31948.6
2023-10-18,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,904237.0,46304.0,882060.0,24697680.0,Finalizando,32294.2
2023-10-25,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,913646.0,36895.0,882060.0,24697680.0,Finalizando,32630.2
2023-11-01,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,916650.0,33891.0,882060.0,24697680.0,Finalizando,32737.5
2023-11-08,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,919554.0,30987.0,882060.0,24697680.0,Finalizando,32841.2
2023-11-15,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,922669.0,27872.0,882060.0,24697680.0,Finalizando,32952.5
2023-11-22,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,926373.0,24168.0,882060.0,24697680.0,Finalizando,33084.8
2023-11-29,2023,La Esperanza,LE-03,Lisbon,28,Roberto Pérez,951585.0,950541.0,929475.0,21066.0,882060.0,24697680.0,Finalizando,33195.5
2023-03-01,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,5939.0,745525.0,810907.0,21894489.0,En cosecha,220.0
2023-03-08,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,12345.0,739119.0,810907.0,21894489.0,En cosecha,457.2
2023-03-15,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,18378.0,733086.0,810907.0,21894489.0,En cosecha,680.7
2023-03-22,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,24380.0,727084.0,810907.0,21894489.0,En cosecha,903.0
2023-03-29,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,29909.0,721555.0,810907.0,21894489.0,En cosecha,1107.7
2023-04-05,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,48279.0,703185.0,810907.0,21894489.0,En cosecha,1788.1
2023-04-12,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,66084.0,685380.0,810907.0,21894489.0,En cosecha,2447.6
2023-04-19,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,81505.0,669959.0,810907.0,21894489.0,En cosecha,3018.7
2023-04-26,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,98126.0,653338.0,810907.0,21894489.0,En cosecha,3634.3
2023-05-03,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,127323.0,624141.0,810907.0,21894489.0,En cosecha,4715.7
2023-05-10,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,151348.0,600116.0,810907.0,21894489.0,En cosecha,5605.5
2023-05-17,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,174641.0,576823.0,810907.0,21894489.0,En cosecha,6468.2
2023-05-24,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,200599.0,550865.0,810907.0,21894489.0,En cosecha,7429.6
2023-05-31,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,230395.0,521069.0,810907.0,21894489.0,En cosecha,8533.1
2023-06-07,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,258130.0,493334.0,810907.0,21894489.0,En cosecha,9560.4
2023-06-14,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,289702.0,461762.0,810907.0,21894489.0,En cosecha,10729.7
2023-06-21,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,322073.0,429391.0,810907.0,21894489.0,En cosecha,11928.6
2023-06-28,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,349769.0,401695.0,810907.0,21894489.0,En cosecha,12954.4
2023-07-05,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,383075.0,368389.0,810907.0,21894489.0,En cosecha,14188.0
2023-07-12,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,413042.0,338422.0,810907.0,21894489.0,En cosecha,15297.9
2023-07-19,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,445460.0,306004.0,810907.0,21894489.0,En cosecha,16498.5
2023-07-26,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,477889.0,273575.0,810907.0,21894489.0,En cosecha,17699.6
2023-08-02,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,504999.0,246465.0,810907.0,21894489.0,En cosecha,18703.7
2023-08-09,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,528559.0,222905.0,810907.0,21894489.0,En cosecha,19576.3
2023-08-16,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,558056.0,193408.0,810907.0,21894489.0,Finalizando,20668.7
2023-08-23,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,583453.0,168011.0,810907.0,21894489.0,Finalizando,21609.4
2023-08-30,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,607780.0,143684.0,810907.0,21894489.0,Finalizando,22510.4
2023-09-06,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,623424.0,128040.0,810907.0,21894489.0,Finalizando,23089.8
2023-09-13,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,642027.0,109437.0,810907.0,21894489.0,Finalizando,23778.8
2023-09-20,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,661097.0,90367.0,810907.0,21894489.0,Finalizando,24485.1
2023-09-27,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,676610.0,74854.0,810907.0,21894489.0,Finalizando,25059.6
2023-10-04,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,684888.0,66576.0,810907.0,21894489.0,Finalizando,25366.2
2023-10-11,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,692467.0,58997.0,810907.0,21894489.0,Finalizando,25646.9
2023-10-18,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,701071.0,50393.0,810907.0,21894489.0,Finalizando,25965.6
2023-10-25,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,708522.0,42942.0,810907.0,21894489.0,Finalizando,26241.6
2023-11-01,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,711543.0,39921.0,810907.0,21894489.0,Finalizando,26353.4
2023-11-08,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,714306.0,37158.0,810907.0,21894489.0,Finalizando,26455.8
2023-11-15,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,717536.0,33928.0,810907.0,21894489.0,Finalizando,26575.4
2023-11-22,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,720088.0,31376.0,810907.0,21894489.0,Finalizando,26669.9
2023-11-29,2023,La Esperanza,LE-04,Génova,27,Roberto Pérez,757989.0,751464.0,722812.0,28652.0,810907.0,21894489.0,Finalizando,26770.8
2023-03-01,2023,San Cayetano,SC-01,Eureka,30,Carlos Juárez,1078310.0,1100103.0,13041.0,1087062.0,995842.0,29875260.0,En cosecha,434.7
2023-03-08,2023,San Cayetano,SC-01,Eureka,30,Carlos Juárez,1078310.0,1100103.0,25155.0,1074948.0,995842.0,29875260.0,En cosecha,838.5
2023-03-15,2023,San Cayetano,SC-01,Eureka,30,Carlos Juárez,1078310.0,1100103.0,37179.0,1062924.0,995842.0,29875260.0,En cosecha,1239.3
2023-03-22,2023,San Cayetano,SC-01,Eureka,30,Carlos Juárez,1078310.0,1100103.0,48183.0,1051920.0,995842.0,29875260.0,En cosecha,1606.1
2023-03-29,2023,San Cayetano,SC-01,Eureka,30,Carlos Juárez,1078310.0,1100103.0,58661.0,1041442.0,995842.0,29875260.0,En cosecha,1955.4
2023-04-05,2023,San Cayetano,SC-01,Eureka,30,Carlos Juárez,1078310.0,1100103.0,94007.0,1006096.0,995842.0,29875260.0,En cosecha,3133.6
2023-04-12,2023,San Cayetano,SC-01,Eureka,30,Carlos Juárez,1078310.0,1100103.0,129382.0,970721.0,995842.0,29875260.0,En cosecha,4312.7
2023-04-19,2023,San Cayetano,SC-01,Eureka,30,Carlos Juárez,1078310.0,1100103.0,162248.0,937855.0,995842.0,29875260.0,En cosecha,5408.3
2023-04-26,2023,San Cayetano,SC-01,Eureka,30,Carlos Juárez,1078310.0,1100103.0,192351.0,907752.0,995842.0,29875260.0,En cosecha,6411.7
